Internal ID (specific to validation data),isolates,Source,Lab,Country,INH,RIF,EMB,STR,CIP,CYS,CAP,ETA,KAN,OFLX,PAS,PZA,AMK,MOXI,PRO,CLO,RBU,LEVO
4612,SRR057595,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4613,SRR057610,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4614,SRR057619,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4615,SRR057734,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4616,SRR057768,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4617,SRR057770,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4618,SRR057771,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4619,SRR058116,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4620,SRR058369,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4621,SRR058370,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4622,SRR058371,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4623,SRR058372,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4624,SRR058373,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4625,SRR058377,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4626,SRR058399,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4627,SRR058417,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4628,SRR2467267,ReseqTB,Oxford University,UK,R,R,S,NULL,S,NULL,S,NULL,S,S,NULL,S,S,S,NULL,NULL,NULL,NULL
4629,SRR2467268,ReseqTB,Oxford University,UK,R,S,S,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4630,SRR2467269,ReseqTB,Oxford University,UK,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4631,SRR4033108,ReseqTB,Oxford University,UK,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4632,SRR4034736,ReseqTB,Oxford University,UK,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4633,SRR4037825,ReseqTB,Oxford University,UK,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4635,SRR671719,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,NULL,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4636,SRR671720,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,NULL,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4637,SRR671721,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,NULL,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4638,SRR671722,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,NULL,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4639,SRR671723,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4640,SRR671724,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,NULL,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4641,SRR671725,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,S,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4642,SRR671726,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,R,S,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4643,SRR671727,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4644,SRR671728,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4645,SRR671729,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4646,SRR671730,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4647,SRR671731,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4648,SRR671732,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4649,SRR671733,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4650,SRR671734,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4651,SRR671735,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,R,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4652,SRR671736,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,R,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4653,SRR671737,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4654,SRR671738,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4655,SRR671739,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4656,SRR671740,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,S,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4657,SRR671741,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4658,SRR671742,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4659,SRR671743,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,R,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4660,SRR671744,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,R,R,R,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4661,SRR671745,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4662,SRR671746,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4663,SRR671747,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4664,SRR671748,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4665,SRR671749,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4666,SRR671750,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4667,SRR671751,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4668,SRR671752,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4669,SRR671753,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4670,SRR671754,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4671,SRR671755,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4672,SRR671756,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4673,SRR671757,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,R,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4674,SRR671758,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,R,R,R,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4675,SRR671759,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4676,SRR671760,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4677,SRR671761,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4678,SRR671762,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4679,SRR671763,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4680,SRR671764,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4681,SRR671765,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4682,SRR671766,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4683,SRR671767,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4684,SRR671768,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4685,SRR671769,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4686,SRR671770,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4687,SRR671771,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4688,SRR671772,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4689,SRR671773,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4690,SRR671774,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4691,SRR671776,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4692,SRR671777,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4693,SRR671779,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,R,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4694,SRR671780,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,R,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4695,SRR671781,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4696,SRR671782,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,S,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4697,SRR671783,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,S,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4698,SRR671784,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4699,SRR671785,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4700,SRR671786,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4701,SRR671787,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4702,SRR671788,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4703,SRR671789,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4704,SRR671790,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4705,SRR671791,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4706,SRR671792,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4707,SRR671793,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4708,SRR671794,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4709,SRR671795,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4710,SRR671796,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4711,SRR671797,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4712,SRR671798,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4713,SRR671799,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4714,SRR671800,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4715,SRR671801,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4716,SRR671802,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4717,SRR671803,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4718,SRR671804,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4719,SRR671805,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4720,SRR671806,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4721,SRR671807,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,S,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4722,SRR671808,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4723,SRR671809,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4724,SRR671810,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4725,SRR671811,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4726,SRR671812,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4727,SRR671813,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4728,SRR671814,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4729,SRR671815,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4730,SRR671816,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4731,SRR671817,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4732,SRR671818,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4733,SRR671819,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4734,SRR671820,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4735,SRR671821,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4736,SRR671822,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4737,SRR671823,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4738,SRR671824,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,R,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4794,SRR671825,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4795,SRR671826,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,R,R,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4796,SRR671827,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4797,SRR671828,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4798,SRR671829,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4799,SRR671830,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4800,SRR671831,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4801,SRR671832,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4802,SRR671833,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4803,SRR671834,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4804,SRR671835,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4805,SRR671836,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4806,SRR671837,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4807,SRR671838,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4808,SRR671839,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4809,SRR671840,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4810,SRR671841,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4811,SRR671842,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,R,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
